ID,Accession,Target,Biosample term name,Software used,Genome
/annotations/ENCSR629LFO/,ENCSR629LFO,EZH2,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR061HVO/,ENCSR061HVO,EZH2,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR089FEF/,ENCSR089FEF,EZH2,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR957JOQ/,ENCSR957JOQ,EZH2,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR011MTN/,ENCSR011MTN,EZH2,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR290XJF/,ENCSR290XJF,EZH2,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR116QDC/,ENCSR116QDC,EZH2,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR856RMR/,ENCSR856RMR,EZH2,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR369LMQ/,ENCSR369LMQ,EZH2,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR587SUI/,ENCSR587SUI,EZH2,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR939OWO/,ENCSR939OWO,EZH2,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR296CSR/,ENCSR296CSR,EZH2,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR264GHS/,ENCSR264GHS,EZH2,natural killer cell,avocado,GRCh38
/annotations/ENCSR293JHT/,ENCSR293JHT,EZH2,neutrophil,avocado,GRCh38
/annotations/ENCSR079UAO/,ENCSR079UAO,EZH2,neutrophil,avocado,GRCh38
/annotations/ENCSR066UMW/,ENCSR066UMW,EZH2,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR581TRQ/,ENCSR581TRQ,EZH2,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR967DJS/,ENCSR967DJS,EZH2,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR792AVM/,ENCSR792AVM,EZH2,T-cell,avocado,GRCh38
/annotations/ENCSR370TDW/,ENCSR370TDW,EZH2,T-helper 17 cell,avocado,GRCh38
/annotations/ENCSR115TQM/,ENCSR115TQM,EZH2phosphoT487,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR049BBO/,ENCSR049BBO,EZH2phosphoT487,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR661ACF/,ENCSR661ACF,EZH2phosphoT487,"CD4-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR941MNH/,ENCSR941MNH,EZH2phosphoT487,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR134SPR/,ENCSR134SPR,EZH2phosphoT487,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR019OLF/,ENCSR019OLF,EZH2phosphoT487,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR157EUP/,ENCSR157EUP,EZH2phosphoT487,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR048KDH/,ENCSR048KDH,EZH2phosphoT487,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR933HZG/,ENCSR933HZG,EZH2phosphoT487,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR873FUI/,ENCSR873FUI,EZH2phosphoT487,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR100GJW/,ENCSR100GJW,EZH2phosphoT487,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR377AMA/,ENCSR377AMA,EZH2phosphoT487,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR670VCG/,ENCSR670VCG,EZH2phosphoT487,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR853XZF/,ENCSR853XZF,EZH2phosphoT487,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR982XKJ/,ENCSR982XKJ,EZH2phosphoT487,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR869TMR/,ENCSR869TMR,EZH2phosphoT487,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR045DTL/,ENCSR045DTL,EZH2phosphoT487,natural killer cell,avocado,GRCh38
/annotations/ENCSR148QHK/,ENCSR148QHK,EZH2phosphoT487,neutrophil,avocado,GRCh38
/annotations/ENCSR382RPS/,ENCSR382RPS,EZH2phosphoT487,neutrophil,avocado,GRCh38
/annotations/ENCSR727SBS/,ENCSR727SBS,EZH2phosphoT487,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR429SUI/,ENCSR429SUI,EZH2phosphoT487,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR372LIC/,ENCSR372LIC,EZH2phosphoT487,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR435IJM/,ENCSR435IJM,EZH2phosphoT487,T-cell,avocado,GRCh38
/annotations/ENCSR309PMG/,ENCSR309PMG,EZH2phosphoT487,T-helper 17 cell,avocado,GRCh38
/annotations/ENCSR850WRP/,ENCSR850WRP,FOXA1,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR168YUO/,ENCSR168YUO,FOXA1,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR904SFD/,ENCSR904SFD,FOXA1,"CD4-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR867LUQ/,ENCSR867LUQ,FOXA1,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR804VOW/,ENCSR804VOW,FOXA1,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR698DLF/,ENCSR698DLF,FOXA1,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR218OQF/,ENCSR218OQF,FOXA1,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR536TZF/,ENCSR536TZF,FOXA1,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR036FAB/,ENCSR036FAB,FOXA1,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR516YZI/,ENCSR516YZI,FOXA1,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR314VVL/,ENCSR314VVL,FOXA1,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR372NAB/,ENCSR372NAB,FOXA1,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR186ICL/,ENCSR186ICL,FOXA1,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR805SEZ/,ENCSR805SEZ,FOXA1,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR507WNO/,ENCSR507WNO,FOXA1,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR062DVP/,ENCSR062DVP,FOXA1,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR792XZI/,ENCSR792XZI,FOXA1,natural killer cell,avocado,GRCh38
/annotations/ENCSR630SZC/,ENCSR630SZC,FOXA1,neutrophil,avocado,GRCh38
/annotations/ENCSR410GCV/,ENCSR410GCV,FOXA1,neutrophil,avocado,GRCh38
/annotations/ENCSR789ZIC/,ENCSR789ZIC,FOXA1,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR095KAJ/,ENCSR095KAJ,FOXA1,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR728JDT/,ENCSR728JDT,FOXA1,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR557KUI/,ENCSR557KUI,FOXA1,T-cell,avocado,GRCh38
/annotations/ENCSR966YYC/,ENCSR966YYC,FOXA1,T-helper 17 cell,avocado,GRCh38
/annotations/ENCSR629HHG/,ENCSR629HHG,FOXK2,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR343IGI/,ENCSR343IGI,FOXK2,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR412EEP/,ENCSR412EEP,FOXK2,"CD4-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR286JVS/,ENCSR286JVS,FOXK2,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR964MKT/,ENCSR964MKT,FOXK2,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR807TWS/,ENCSR807TWS,FOXK2,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR118VOS/,ENCSR118VOS,FOXK2,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR120BOR/,ENCSR120BOR,FOXK2,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR312ZAU/,ENCSR312ZAU,FOXK2,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR316EBG/,ENCSR316EBG,FOXK2,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR426YGV/,ENCSR426YGV,FOXK2,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR159SQH/,ENCSR159SQH,FOXK2,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR113RFJ/,ENCSR113RFJ,FOXK2,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR085KFG/,ENCSR085KFG,FOXK2,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR226BKW/,ENCSR226BKW,FOXK2,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR326NNJ/,ENCSR326NNJ,FOXK2,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR064ZBP/,ENCSR064ZBP,FOXK2,natural killer cell,avocado,GRCh38
/annotations/ENCSR344IZO/,ENCSR344IZO,FOXK2,neutrophil,avocado,GRCh38
/annotations/ENCSR133TBK/,ENCSR133TBK,FOXK2,neutrophil,avocado,GRCh38
/annotations/ENCSR366LWG/,ENCSR366LWG,FOXK2,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR761HUF/,ENCSR761HUF,FOXK2,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR499PKU/,ENCSR499PKU,FOXK2,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR179EYM/,ENCSR179EYM,FOXK2,T-cell,avocado,GRCh38
/annotations/ENCSR409YEQ/,ENCSR409YEQ,FOXK2,T-helper 17 cell,avocado,GRCh38
/annotations/ENCSR969RCM/,ENCSR969RCM,GABPA,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR211ZWV/,ENCSR211ZWV,GABPA,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR181UHL/,ENCSR181UHL,GABPA,"CD4-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR972SQO/,ENCSR972SQO,GABPA,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR531WVV/,ENCSR531WVV,GABPA,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR668VEQ/,ENCSR668VEQ,GABPA,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR064YJU/,ENCSR064YJU,GABPA,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR134VUO/,ENCSR134VUO,GABPA,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR583NRS/,ENCSR583NRS,GABPA,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR019WHZ/,ENCSR019WHZ,GABPA,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR428OAH/,ENCSR428OAH,GABPA,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR513EIO/,ENCSR513EIO,GABPA,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR089KJX/,ENCSR089KJX,GABPA,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR334UMS/,ENCSR334UMS,GABPA,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR762KHI/,ENCSR762KHI,GABPA,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR806AAW/,ENCSR806AAW,GABPA,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR591JLB/,ENCSR591JLB,GABPA,natural killer cell,avocado,GRCh38
/annotations/ENCSR270DHF/,ENCSR270DHF,GABPA,neutrophil,avocado,GRCh38
/annotations/ENCSR583BZG/,ENCSR583BZG,GABPA,neutrophil,avocado,GRCh38
/annotations/ENCSR428SUQ/,ENCSR428SUQ,GABPA,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR125FAG/,ENCSR125FAG,GABPA,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR005DYG/,ENCSR005DYG,GABPA,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR856XKF/,ENCSR856XKF,GABPA,T-cell,avocado,GRCh38
/annotations/ENCSR158SZX/,ENCSR158SZX,GABPA,T-helper 17 cell,avocado,GRCh38
/annotations/ENCSR877KCX/,ENCSR877KCX,GTF2F1,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR419KLB/,ENCSR419KLB,GTF2F1,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR438CLM/,ENCSR438CLM,GTF2F1,"CD4-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR182GZA/,ENCSR182GZA,GTF2F1,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR750DIA/,ENCSR750DIA,GTF2F1,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR650AHA/,ENCSR650AHA,GTF2F1,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR392KKV/,ENCSR392KKV,GTF2F1,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR620XDG/,ENCSR620XDG,GTF2F1,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR621IYB/,ENCSR621IYB,GTF2F1,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR349BON/,ENCSR349BON,GTF2F1,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR112RQT/,ENCSR112RQT,GTF2F1,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR567ESF/,ENCSR567ESF,GTF2F1,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR028QFQ/,ENCSR028QFQ,GTF2F1,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR368SBE/,ENCSR368SBE,GTF2F1,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR348EJA/,ENCSR348EJA,GTF2F1,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR167VFO/,ENCSR167VFO,GTF2F1,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR245PLV/,ENCSR245PLV,GTF2F1,natural killer cell,avocado,GRCh38
/annotations/ENCSR344AUS/,ENCSR344AUS,GTF2F1,neutrophil,avocado,GRCh38
/annotations/ENCSR377KGB/,ENCSR377KGB,GTF2F1,neutrophil,avocado,GRCh38
/annotations/ENCSR080EXS/,ENCSR080EXS,GTF2F1,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR789UWV/,ENCSR789UWV,GTF2F1,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR615TJQ/,ENCSR615TJQ,GTF2F1,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR332GJM/,ENCSR332GJM,GTF2F1,T-cell,avocado,GRCh38
/annotations/ENCSR151ZQN/,ENCSR151ZQN,GTF2F1,T-helper 17 cell,avocado,GRCh38
/annotations/ENCSR217OLD/,ENCSR217OLD,H2AFZ,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR755JXL/,ENCSR755JXL,H2AFZ,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR600FVW/,ENCSR600FVW,H2AFZ,"CD4-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR576GAB/,ENCSR576GAB,H2AFZ,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR669DGK/,ENCSR669DGK,H2AFZ,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR809PNS/,ENCSR809PNS,H2AFZ,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR138MMY/,ENCSR138MMY,H2AFZ,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR096KTM/,ENCSR096KTM,H2AFZ,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR667EMB/,ENCSR667EMB,H2AFZ,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR021LPG/,ENCSR021LPG,H2AFZ,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR167NWO/,ENCSR167NWO,H2AFZ,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR851TNS/,ENCSR851TNS,H2AFZ,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR852NGZ/,ENCSR852NGZ,H2AFZ,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR753NUY/,ENCSR753NUY,H2AFZ,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR416MFU/,ENCSR416MFU,H2AFZ,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR956YYD/,ENCSR956YYD,H2AFZ,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR472XQI/,ENCSR472XQI,H2AFZ,natural killer cell,avocado,GRCh38
/annotations/ENCSR121VUL/,ENCSR121VUL,H2AFZ,neutrophil,avocado,GRCh38
/annotations/ENCSR834PAW/,ENCSR834PAW,H2AFZ,neutrophil,avocado,GRCh38
/annotations/ENCSR621PCQ/,ENCSR621PCQ,H2AFZ,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR269EPP/,ENCSR269EPP,H2AFZ,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR984RKW/,ENCSR984RKW,H2AFZ,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR262NEB/,ENCSR262NEB,H2AFZ,T-cell,avocado,GRCh38
/annotations/ENCSR598FAF/,ENCSR598FAF,H2AFZ,T-helper 17 cell,avocado,GRCh38
/annotations/ENCSR588XZC/,ENCSR588XZC,H2AK5ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR921YYF/,ENCSR921YYF,H2AK5ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR985KVC/,ENCSR985KVC,H2AK5ac,"CD4-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR866RQP/,ENCSR866RQP,H2AK5ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR657UGX/,ENCSR657UGX,H2AK5ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR796AOR/,ENCSR796AOR,H2AK5ac,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR553OKU/,ENCSR553OKU,H2AK5ac,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR770QRM/,ENCSR770QRM,H2AK5ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR879TMT/,ENCSR879TMT,H2AK5ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR537QFE/,ENCSR537QFE,H2AK5ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR364ZSR/,ENCSR364ZSR,H2AK5ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR015JHO/,ENCSR015JHO,H2AK5ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR215DNC/,ENCSR215DNC,H2AK5ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR477HZC/,ENCSR477HZC,H2AK5ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR768KNU/,ENCSR768KNU,H2AK5ac,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR168MDY/,ENCSR168MDY,H2AK5ac,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR110FCP/,ENCSR110FCP,H2AK5ac,natural killer cell,avocado,GRCh38
/annotations/ENCSR955MYY/,ENCSR955MYY,H2AK5ac,neutrophil,avocado,GRCh38
/annotations/ENCSR973FOB/,ENCSR973FOB,H2AK5ac,neutrophil,avocado,GRCh38
/annotations/ENCSR653OYP/,ENCSR653OYP,H2AK5ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR702RQB/,ENCSR702RQB,H2AK5ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR193GIV/,ENCSR193GIV,H2AK5ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR378KZO/,ENCSR378KZO,H2AK5ac,T-cell,avocado,GRCh38
/annotations/ENCSR414HLR/,ENCSR414HLR,H2AK5ac,T-helper 17 cell,avocado,GRCh38
/annotations/ENCSR004HBP/,ENCSR004HBP,H2BK120ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR221AYK/,ENCSR221AYK,H2BK120ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR642EKU/,ENCSR642EKU,H2BK120ac,"CD4-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR299QLV/,ENCSR299QLV,H2BK120ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR832ISN/,ENCSR832ISN,H2BK120ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR057JGI/,ENCSR057JGI,H2BK120ac,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR149XUC/,ENCSR149XUC,H2BK120ac,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR455ZRP/,ENCSR455ZRP,H2BK120ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR828UUA/,ENCSR828UUA,H2BK120ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR753RPP/,ENCSR753RPP,H2BK120ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR141JUH/,ENCSR141JUH,H2BK120ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR372CTA/,ENCSR372CTA,H2BK120ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR103FAK/,ENCSR103FAK,H2BK120ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR049FTN/,ENCSR049FTN,H2BK120ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR135XUX/,ENCSR135XUX,H2BK120ac,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR925QAJ/,ENCSR925QAJ,H2BK120ac,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR178XPV/,ENCSR178XPV,H2BK120ac,natural killer cell,avocado,GRCh38
/annotations/ENCSR166RAM/,ENCSR166RAM,H2BK120ac,neutrophil,avocado,GRCh38
/annotations/ENCSR256ZPM/,ENCSR256ZPM,H2BK120ac,neutrophil,avocado,GRCh38
/annotations/ENCSR061XPT/,ENCSR061XPT,H2BK120ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR556TMT/,ENCSR556TMT,H2BK120ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR805QFU/,ENCSR805QFU,H2BK120ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR399MHO/,ENCSR399MHO,H2BK120ac,T-cell,avocado,GRCh38
/annotations/ENCSR306LLS/,ENCSR306LLS,H2BK120ac,T-helper 17 cell,avocado,GRCh38
/annotations/ENCSR370UAQ/,ENCSR370UAQ,H2BK12ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR865BGT/,ENCSR865BGT,H2BK12ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR438CJD/,ENCSR438CJD,H2BK12ac,"CD4-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR241OKN/,ENCSR241OKN,H2BK12ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR519QRR/,ENCSR519QRR,H2BK12ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR257XGS/,ENCSR257XGS,H2BK12ac,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR305IXD/,ENCSR305IXD,H2BK12ac,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR943TRN/,ENCSR943TRN,H2BK12ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR192OIM/,ENCSR192OIM,H2BK12ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR300EMV/,ENCSR300EMV,H2BK12ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR972YHH/,ENCSR972YHH,H2BK12ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR966SEK/,ENCSR966SEK,H2BK12ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR636KDK/,ENCSR636KDK,H2BK12ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR740XOR/,ENCSR740XOR,H2BK12ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR501DME/,ENCSR501DME,H2BK12ac,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR314COW/,ENCSR314COW,H2BK12ac,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR310NVB/,ENCSR310NVB,H2BK12ac,natural killer cell,avocado,GRCh38
/annotations/ENCSR070UWQ/,ENCSR070UWQ,H2BK12ac,neutrophil,avocado,GRCh38
/annotations/ENCSR769HXD/,ENCSR769HXD,H2BK12ac,neutrophil,avocado,GRCh38
/annotations/ENCSR732ONN/,ENCSR732ONN,H2BK12ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR162ZCY/,ENCSR162ZCY,H2BK12ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR282ASU/,ENCSR282ASU,H2BK12ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR278OKV/,ENCSR278OKV,H2BK12ac,T-cell,avocado,GRCh38
/annotations/ENCSR453UNP/,ENCSR453UNP,H2BK12ac,T-helper 17 cell,avocado,GRCh38
